,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure,TotalCharges,MonthlyCharges
756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.9154929577464789,0.14270939262272347,0.01147704590818363
4739,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.14084507042253522,0.1052105482111491,0.6032934131736527
745,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.0,0.9086854026070075,0.9206586826347305
5581,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.943661971830986,0.9056519829897384,0.9441117764471059
764,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.9014084507042254,0.14719307571415363,0.013473053892215536
6128,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.18309859154929578,0.12752496070999353,0.5943113772455089
4098,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.0001560044374595542,0.016467065868263464
2139,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.08450704225352114,0.0507592215956365,0.4820359281437125
5237,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.35211267605633806,0.1604014514190626,0.3612774451097804
6752,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.15492957746478872,0.06162175279652399,0.312375249500998
2697,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0.9859154929577465,0.7333941943237496,0.6926147704590819
6668,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.5211267605633804,0.4587281593787556,0.849301397205589
6839,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.14084507042253522,0.12837431820282888,0.8203592814371259
2520,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0.46478873239436624,0.3259452713321623,0.6606786427145708
3085,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.02816901408450704,0.03517611167606545,0.8662674650698603
1919,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0037036609041323832,0.32285429141716565
5430,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.1267605633802817,0.08960432652306553,0.534930139720559
221,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.9859154929577465,0.21009175372099473,0.06187624750499002
6692,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0.5633802816901409,0.3549736525838957,0.5598802395209581
3860,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.25352112676056343,0.06323957659240084,0.06786427145708585
5276,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.6338028169014085,0.2936639086622908,0.38273453093812376
559,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.0,0.003518766756032171,0.30688622754491013
5360,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.056338028169014086,0.05025654063048904,0.658183632734531
5128,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.647887323943662,0.5464026532310252,0.8098802395209581
5122,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.36619718309859156,0.15222566330775633,0.312375249500998
1110,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.8309859154929577,0.2779941296107978,0.21007984031936128
1930,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.02816901408450704,0.006713968752888971,0.019461077844311364
4945,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.26760563380281693,0.044045252842747525,0.014970059880239528
5326,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.19718309859154928,0.031108440417860775,0.01447105788423153
4651,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.19718309859154928,0.14460455764075067,0.6751497005988025
3150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.22535211267605634,0.04869071831376536,0.07085828343313372
4461,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.3943661971830986,0.29915295368401584,0.7549900199600799
4586,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1.0,1.0,1.0
2097,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.11267605633802817,0.09161505038365535,0.7534930139720559
3161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.18309859154929578,0.03535522788203753,0.007984031936127761
2922,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0.3802816901408451,0.2986098271239715,0.7365269461077844
6572,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.943661971830986,0.7261717666635851,0.7210578842315369
3341,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.676056338028169,0.24119441619672738,0.2519960079840319
263,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.4225352112676057,0.17348271239715263,0.312375249500998
4742,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1.0,0.17360982712397152,0.022455089820359292
6086,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.8450704225352113,0.4862542756771747,0.5124750499001995
5579,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.971830985915493,0.7580891189793844,0.751996007984032
3209,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.0,0.008666913192197466,0.7514970059880239
5533,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.28169014084507044,0.23183992789128222,0.7669660678642716
5831,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0.11267605633802817,0.09139548858278634,0.7210578842315369
4114,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7042253521126761,0.11670287510400294,0.013972055888223534
338,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0.49295774647887325,0.4098641028011463,0.7609780439121756
1342,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.09859154929577466,0.014184847924563185,0.01447105788423153
2508,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0.8873239436619719,0.814736063603587,0.9176646706586826
1427,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.6056338028169015,0.3586426458352593,0.5518962075848304
5272,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.07042253521126761,0.05806254044559488,0.7140718562874251
4694,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.16901408450704225,0.026942544143477857,0.012974051896207595
1381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.014084507042253521,0.012751918276786537,0.5204590818363273
3728,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.9295774647887325,0.6799828972913007,0.7010978043912175
1889,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.18309859154929578,0.04632176204123139,0.12524950099800403
5057,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.11267605633802817,0.08156143108070628,0.5718562874251496
6177,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.04225352112676056,0.020390357770176573,0.3567864271457086
2211,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0.6901408450704226,0.602529583063696,0.8567864271457086
6656,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.6619718309859155,0.13341268373855966,0.04990019960079842
154,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.07042253521126761,0.010937644448553203,0.01147704590818363
5889,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.8169014084507042,0.3442035684570583,0.31636726546906185
1067,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0.323943661971831,0.2532298696496255,0.7055888223552895
5860,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.014084507042253521,0.015507996671905335,0.5134730538922156
623,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.26760563380281693,0.04484838679855782,0.01147704590818363
1141,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.07042253521126761,0.009186927983729314,0.016467065868263464
3731,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.014084507042253521,0.014768420079504482,0.5114770459081837
4457,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.295774647887324,0.17970555606915042,0.563373253493014
2405,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.09859154929577466,0.0876456041416289,0.7549900199600799
4938,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.22535211267605634,0.17571877600073957,0.7070858283433135
6489,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0029940119760479
4183,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0017044929277988349,0.15019960079840322
4489,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.8873239436619719,0.39070444670426174,0.35229540918163676
2797,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.02816901408450704,0.035950355921235085,0.8223552894211577
5134,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.19718309859154928,0.13848571692705927,0.6152694610778444
6724,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0.8873239436619719,0.5156408893408524,0.5154690618762476
2823,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5352112676056339,0.08911320144217434,0.018962075848303367
6522,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.5915492957746479,0.1717782194693538,0.15419161676646703
4753,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.04225352112676056,0.03280715540353148,0.621756487025948
5358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.23943661971830985,0.03611213830082278,0.006986027944111767
522,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.7605633802816901,0.5424967643524082,0.6681636726546907
1497,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7042253521126761,0.46220070259776275,0.6047904191616766
2887,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0.003027641675140981,0.26447105788423153
3342,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0.5492957746478874,0.288053526855875,0.4341317365269461
4931,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.19718309859154928,0.1757592215956365,0.847305389221557
6903,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.47887323943661975,0.27998174170287504,0.5034930139720559
1751,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.18309859154929578,0.13399625589350098,0.7125748502994012
4733,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.15492957746478872,0.10874664879356567,0.6591816367265468
1084,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.7183098591549296,0.1148134880281039,0.010479041916167664
7038,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0.323943661971831,0.22784159193861514,0.6611776447105788
778,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.8169014084507042,0.7087743829157808,0.8827345309381238
2243,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.9154929577464789,0.7709970416936304,0.8208582834331337
1779,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.014084507042253521,0.01729338078949801,0.7245508982035929
5940,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.7746478873239437,0.5517876952944439,0.6716566866267464
1877,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1.0,0.7330475177960618,0.6986027944111777
632,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1.0,0.7562228436719978,0.7115768463073853
5470,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.9859154929577465,0.7414717574188777,0.7075848303393213
3374,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.014084507042253521,0.009862947212720716,0.3622754491017964
162,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.014084507042253521,0.013445271332162334,0.5104790419161678
1126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.08450704225352114,0.0607492835351761,0.5598802395209581
6769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.6619718309859155,0.10367361560506609,0.012974051896207595
3569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.22535211267605634,0.033714292317648144,0.013972055888223534
1512,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.18309859154929578,0.13694300637884813,0.6611776447105788
3221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.02816901408450704,0.009013589719885364,0.11177644710578843
2161,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.014084507042253521,0.016397799759637604,0.5713572854291418
6376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.9154929577464789,0.14120712766940927,0.007984031936127761
1004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.28169014084507044,0.046090644356106124,0.01447105788423153
3634,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1.0,0.9044732827955995,0.9505988023952097
5724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0,0.006066839234538227,0.5269461077844311
1115,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.5352112676056339,0.25213206064528054,0.35229540918163676
986,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.15492957746478872,0.06033327170195063,0.2519960079840319
4099,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.07042253521126761,0.016478690949431447,0.1087824351297405
1684,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.47887323943661975,0.18911204585374872,0.31536926147704586
2200,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.25352112676056343,0.11860959600628639,0.39570858283433136
3999,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.014084507042253521,0.01303503744106499,0.5094810379241517
4816,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0.7605633802816901,0.48477512249237303,0.563373253493014
380,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0.5633802816901409,0.3836784690764537,0.6751497005988025
3324,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.006552186373301284,0.5688622754491017
3118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.6056338028169015,0.09437112877877414,0.009481037924151697
1293,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.9295774647887325,0.8680722473883702,0.9246506986027945
4227,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0.9577464788732395,0.6383123786632153,0.6197604790419162
4722,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0.8309859154929577,0.4860231579920495,0.5149700598802396
5687,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.5915492957746479,0.44645581029860404,0.719560878243513
1633,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0028831931219376896,0.2519960079840319
931,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.4507042253521127,0.3041797633354904,0.6192614770459082
5942,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.11267605633802817,0.04892183599889063,0.3013972055888223
3635,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.0,0.20013058149209578,0.059880239520958084
90,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.4084507042253521,0.2948310529721734,0.6337325349301397
4127,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7746478873239437,0.16240061939539613,0.062375249500998015
105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.056338028169014086,0.009400711842470185,0.05738522954091815
2700,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.47887323943661975,0.0917132753998336,0.05588822355289419
3392,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.8028169014084507,0.27667098086345565,0.25499001996007986
5682,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0018662753073865209,0.16417165668662675
1655,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.02816901408450704,0.013364380142368492,0.25698602794411174
4886,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.08450704225352114,0.01783072940741425,0.013473053892215536
339,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.8732394366197184,0.7608567532587593,0.8468063872255489
1185,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.0,0.004772580197836737,0.41516966067864275
6313,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0.014084507042253521,0.02066769899232689,0.7714570858283432
5403,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.7464788732394366,0.5206156975131737,0.6751497005988025
6728,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1.0,0.9627033835629103,0.9640718562874253
1346,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.18309859154929578,0.14326407506702413,0.6856287425149701
5352,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.35211267605633806,0.290994499399094,0.7994011976047906
2542,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0.47887323943661975,0.2861583618378478,0.5344311377245508
2911,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.006315290746047888,0.5484031936127745
5051,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0.7746478873239437,0.6674216511047425,0.8662674650698603
4002,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1.0,0.6596792086530461,0.621756487025948
702,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.3943661971830986,0.2885908754737912,0.6621756487025949
6204,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.16901408450704225,0.036169917722104095,0.06586826347305386
3203,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.0,0.7513578164001109,0.6936127744510978
1925,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.8169014084507042,0.48257372654155495,0.5344311377245508
2650,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.19718309859154928,0.14835444208190812,0.656686626746507
6744,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.943661971830986,0.8195317555699362,0.8263473053892216
652,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.47887323943661975,0.07354742534898769,0.015469061876247525
6930,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.02816901408450704,0.022869094943145048,0.564870259481038
4200,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0.9014084507042254,0.45093949339003414,0.41317365269461076
