,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure,TotalCharges,MonthlyCharges
745,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.6227438182942064,2.467931154894385,1.5213532416489515
5581,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1.4592813278512964,2.456375234850025,1.5992454102872535
764,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.3366844600191137,-0.4330009792129142,-1.4915821324879062
6128,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,-0.7474622931279898,-0.5079273636529166,0.4374920014479036
4098,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1.2787153870674475,-0.9931439378583852,-1.4816384513851442
2139,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,-1.0335216514030825,-0.8003691802421861,0.06460396009433213
5237,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.25707482179925956,-0.3826832016483296,-0.3364578443837313
6752,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,-0.8291935383494449,-0.7589879808452399,-0.49887130239550903
2697,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.5818781956834789,1.8001530552643044,0.7639761976552532
6668,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0.2333126495294707,0.7538030149809911,1.2843621753664598
6839,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-0.8700591609601723,-0.5046917060404958,1.1882399247064277
2520,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0.0698501590865606,0.24796187490587446,0.6579102658924594
3085,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,-1.1969841418459926,-0.8597335923557837,1.3407097016154434
1919,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.2787153870674475,-0.9796290142255526,-0.46406841853584246
5430,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,-0.9109247835708999,-0.6523873698455536,0.24027565957645952
221,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.5818781956834789,-0.19338622568357597,-1.330825954659922
6692,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0.35590951736165327,0.35854652691133065,0.3231396687661421
3860,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.5431341800743522,-0.752824823488248,-1.3109385924543981
5276,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.5602376304152908,0.12498487435760956,-0.2651947964806043
559,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.2787153870674475,-0.9803333750663517,-0.5171013844172393
5360,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.1152528966245374,-0.8022841612781085,0.6496238649734911
5128,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.6011032530260184,1.0878021211774063,1.1534370408467611
5122,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.21620919918853204,-0.41382915757741406,-0.49887130239550903
1110,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.132356346965476,0.06529029309988729,-0.8386137400732075
1930,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.1969841418459926,-0.9681611392862927,-1.4716947702823824
4945,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.5022685574636246,-0.8259462832737027,-1.4866102919365252
5326,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.7065966705172623,-0.8752295308533636,-1.4882675721203187
4651,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,-0.7065966705172623,-0.4428620309841013,0.7059713912224754
3150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-0.6248654252958072,-0.8082492171486257,-1.3009949113516364
4461,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,-0.13447795396707699,0.14589558681883236,0.9711362206294596
4586,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1.6227438182942064,2.8157973651440327,1.7848607908721421
2097,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-0.9517904061816274,-0.6447274457018636,0.9661643800780785
3161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.7474622931279898,-0.8590512427912597,-1.5098122145096362
2922,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,-0.17534357657780453,0.14382652684898511,0.9098168538290942
6572,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1.4592813278512964,1.7726389599205903,0.8584411681314911
3341,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.6828344982474734,-0.07489952549540516,-0.699402204634541
263,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,-0.052746708745621956,-0.33284967216179456,-0.49887130239550903
4742,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1.6227438182942064,-0.3323654240837451,-1.4617510891796204
6086,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1.1732219695762036,0.8586647351549546,0.16569805130574522
5579,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.5410125730727513,1.8942292500635318,0.9611925395266978
3209,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-1.2787153870674475,-0.9607213279053524,0.9595352593429037
5533,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,-0.4614029348528972,-0.1105357817845839,1.0109109450405074
5831,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,-0.9517904061816274,-0.6455638742003125,0.8584411681314911
4114,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7645657434689285,-0.5491544841159379,-1.4899248523041124
338,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0.15158140430801564,0.5676536515235585,0.9910235828349833
1342,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.9926560287923549,-0.9397005590627547,-1.4882675721203187
2508,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.2958188374083863,2.110027802663351,1.5114095605461897
1427,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.4785063851938358,0.37252368734593744,0.2966231858254433
5272,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1.07438727401381,-0.7725469270306222,0.8352392455583799
4694,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-0.7883279157387173,-0.891099661047618,-1.4932394126716997
1381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.2378497644567201,-0.9451593555789476,0.19221453424644355
3728,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1.4184157052405688,1.596680817378469,0.7921499607797451
1889,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-0.7474622931279898,-0.817273840421364,-1.1203513713181281
5057,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.9517904061816274,-0.6830270664203136,0.3629143931771893
6177,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-1.156118519235265,-0.9160604483434354,-0.3513733660378742
2211,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0.7237001208582009,1.301619658912478,1.3092213781233646
6656,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.6419688756367459,-0.48549787312872084,-1.3706006790709697
154,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.07438727401381,-0.9520708963292885,-1.4982112532230807
5889,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1.0914907243547487,0.31751750793478395,-0.4856130609251599
1067,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,-0.3388060670207146,-0.02905003701463999,0.807065482433888
5860,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.2378497644567201,-0.9346599767957862,0.16901261167333234
623,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.5022685574636246,-0.8228867158714817,-1.4982112532230807
1141,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1.07438727401381,-0.9587403130406049,-1.4816384513851442
3731,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.2378497644567201,-0.9374774201589825,0.16238349093815765
4457,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.4205373122421696,-0.3091435276136503,0.33474063005269744
2405,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-0.9926560287923549,-0.659849192502769,0.9711362206294596
4938,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.6248654252958072,-0.3243313082433806,0.8120373229852692
6489,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1.2787153870674475,-0.9937382423178094,-1.5263850163475727
4183,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.2787153870674475,-0.9872449158166928,-1.0374873621284457
4489,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.2958188374083863,0.4946642593957534,-0.36628888769201695
2797,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-1.1969841418459926,-0.8567840813349376,1.1948690454416024
5134,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.7065966705172623,-0.466171972559296,0.5070977691672373
6724,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1.2958188374083863,0.970614086289459,0.17564173240850703
2823,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.2741782721401982,-0.6542583283289262,-1.473352050466176
6522,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.4376407625831083,-0.33934299866291107,-1.0242291206580965
4753,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-1.156118519235265,-0.868758215628522,0.5286424115565544
5358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-0.5839998026850797,-0.8561677655992385,-1.5131267748772235
522,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.9280282339118385,1.0729224984155257,0.6827694686493642
1497,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7645657434689285,0.767031792022249,0.4722948853075707
2887,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-1.2787153870674475,-0.9822043335497243,-0.6579702000396996
3342,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0.31504389475092576,0.1036119250946125,-0.09449493754985828
4931,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,-0.7065966705172623,-0.3241772293094558,1.277733054631285
6903,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.11071578169728813,0.07286217213847736,0.13586700799745932
1751,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.7474622931279898,-0.48327473422494865,0.8302674050069992
4733,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.8291935383494449,-0.5794640115465735,0.6529384253410783
1084,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.8054313660796559,-0.5563521714578535,-1.501525813590668
7038,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,-0.3388060670207146,-0.12576758496686402,0.659567546076253
778,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1.0914907243547487,1.7063630070566513,1.3953999476806342
2243,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1.3775500826298412,1.9434024412618178,1.1898972048902214
1779,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-1.2378497644567201,-0.9278584924268201,0.8700421294180469
5940,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.9688938565225661,1.1083166306656798,0.6943704299359196
1877,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1.6227438182942064,1.7988323786878062,0.7838635598607768
632,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1.6227438182942064,1.8871196078267158,0.8269528446394117
5470,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.5818781956834789,1.8309248194967143,0.8136946031690627
3374,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.2378497644567201,-0.9561649937164333,-0.3331432840161439
162,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.2378497644567201,-0.9425180024259511,0.15906893057057053
1126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.0335216514030825,-0.7623116835627606,0.3231396687661421
6769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.6419688756367459,-0.5987899121159984,-1.4932394126716997
3569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.6248654252958072,-0.8653024452533515,-1.4899248523041124
1512,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.7474622931279898,-0.4720489833247133,0.659567546076253
3221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.1969841418459926,-0.9594006513288541,-1.165097936280557
2161,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.2378497644567201,-0.9312702402494406,0.3612571129933958
6376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.3775500826298412,-0.4558046614337845,-1.5098122145096362
1004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-0.4614029348528972,-0.8181542914723628,-1.4882675721203187
3634,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1.6227438182942064,2.451884934489931,1.6207900526765706
5724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,-1.2787153870674475,-0.9706264022290895,0.21375917663576074
1115,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.2741782721401982,-0.03323217950688455,-0.36628888769201695
986,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.8291935383494449,-0.7638964954545584,-0.699402204634541
4099,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-1.07438727401381,-0.9309620823815911,-1.1750416173833187
1684,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.11071578169728813,-0.273309169837997,-0.4889276212927472
2200,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.5431341800743522,-0.5418907629451974,-0.22210551170196924
3999,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-1.2378497644567201,-0.9440808030414739,0.15575437020298294
4816,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0.9280282339118385,0.8530298484285619,0.33474063005269744
380,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0.35590951736165327,0.46789854744538834,0.7059713912224754
3324,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1.2787153870674475,-0.9687774550219918,0.35297071207442754
3118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.4785063851938358,-0.6342280669187023,-1.5048403739582552
1293,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1.4184157052405688,2.3132138939576117,1.534611483119301
4227,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.5001469504620237,1.4379354928833759,0.5220132908213803
4722,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1.132356346965476,0.8577842841039558,0.17398445222471348
5687,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.4376407625831083,0.707051064172952,0.8534693275801104
1633,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.2787153870674475,-0.9827546154565985,-0.699402204634541
931,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.028984536475833086,0.1650453971780574,0.5203560106375862
5942,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,-0.9517904061816274,-0.8073687660976269,-0.5353314664389693
3635,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.6227438182942064,-0.2313336659816266,-1.3374550753950967
90,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.09361233135634947,0.12943115216515375,0.5684171359676021
4127,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.9688938565225661,-0.3750673000571895,-1.3291686744761284
105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.1152528966245374,-0.957925895818431,-1.345741476314065
2700,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.11071578169728813,-0.6443532540051891,-1.3507133168654457
3392,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1.0506251017440211,0.06024971083291894,-0.6894585235317789
5682,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-1.2787153870674475,-0.9866286000809936,-0.9910835169822234
1655,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1.1969841418459926,-0.9428261602938006,-0.6828294027966044
4886,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-1.0335216514030825,-0.9258114437332476,-1.4915821324879062
339,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1.2549532147976588,1.9047726513992431,1.2760757744474915
1185,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,-1.2787153870674475,-0.975556928114683,-0.15747158453401697
6313,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,-1.2378497644567201,-0.9150039070822369,1.0258264666946497
5403,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.8871626113011111,0.9895657951622093,0.7059713912224754
6728,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1.6227438182942064,2.6737145767890924,1.6655366176389994
1346,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,-0.7474622931279898,-0.4479686470798947,0.740774275082142
5352,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,-0.25707482179925956,0.11481566471857284,1.1186341569870946
2542,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0.11071578169728813,0.09639222647642186,0.2386183793926655
2911,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.2787153870674475,-0.9696799173492656,0.2850222245388879
5051,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0.9688938565225661,1.5488283027566814,1.3407097016154434
4002,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1.6227438182942064,1.5193331925482196,0.5286424115565544
702,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,-0.13447795396707699,0.10565897378818467,0.6628821064438406
6204,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,-0.7883279157387173,-0.8559476528364887,-1.3175677131895727
3203,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.6227438182942064,1.8685861132031902,0.7672907580228403
1925,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1.0914907243547487,0.8446435521677981,0.2386183793926655
