,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure,TotalCharges,MonthlyCharges
23,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.7252252252252251,0.7956454441314819,0.5845845845845846
24,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5085085085085085,0.5199940681422165,0.3296077869777292
25,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.48198198198198194,0.5954278288318907,0.7108869694436704
26,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.92992992992993,0.7958843955406366,0.32432432432432434
27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.5635635635635636,0.6129278976682071,0.4079528718703976
28,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.6556556556556556,0.38922995933367566,0.01701701701701702
29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0.004004004004004004,0.03203203203203203
30,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.3083083083083083,0.27127127127127126,0.2042042042042042
31,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0.7157157157157157,0.7803642608041705,0.6136136136136137
32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.8343343343343343,0.7339000330434355,0.3014738018880521
33,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.04182853410666377,0.22101843361940296
34,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.9194194194194194,0.797202671665847,0.31108462455303937
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.01001001001001001,0.062062062062062065
36,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.0,0.9497926855423918,0.7567567567567568
37,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0.7607607607607607,0.8748748748748749,0.9039039039039038
38,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0.9534534534534534,0.9469469469469469,0.7627627627627628
39,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.8248248248248249,0.7257075886937809,0.28428428428428426
40,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.8703703703703703,0.5269426281755937,0.04504504504504504
41,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.7252252252252251,0.6387151938155194,0.2222222222222222
42,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.7252252252252251,0.7583055598903246,0.40990990990990994
43,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0.2177177177177177,0.29557211255799765,0.8868868868868869
44,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.24724724724724723,0.3111069705214212,0.7407407407407407
45,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.8343343343343343,0.5290766344750921,0.1091091091091091
46,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.0,0.9211556476439996,0.6936847561847562
47,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.7742742742742743,0.8340611752936044,0.6836836836836837
48,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.9424424424424425,0.9509700215627859,0.8358358358358359
49,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.5725725725725725,0.7027027027027027,0.7537537537537538
50,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.7537537537537538,0.87547070066513,0.9541120381406436
51,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.1841841841841842,0.23749887912815776,0.5375464617663727
52,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0.5530530530530531,0.6139324752957794,0.4174174174174174
53,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.8603603603603605,0.699691259774835,0.2203722300652834
54,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.5725725725725725,0.3523194390515729,0.1046046046046046
55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.3083083083083083,0.28582413296892095,0.22756840771170353
56,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.5830830830830831,0.6606095258807556,0.587087087087087
57,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.0,0.8518692484016376,0.39896309476332187
58,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.6031031031031031,0.7042929283125875,0.6561561561561562
59,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0.7832832832832832,0.9017993617593624,0.938938938938939
60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.28728728728728725,0.17517517517517517,0.13263263263263264
61,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.0,0.9527471279200576,0.7687710123272319
62,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.7252252252252251,0.5788339729409222,0.18664675998695557
63,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0.5635635635635636,0.660679520747123,0.6210649320688288
64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.8973973973973974,0.5208293322392156,0.04504504504504504
65,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0.8603603603603605,0.8746969909697504,0.6596596596596597
66,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.8703703703703703,0.8826250405626703,0.6971013911523825
67,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.43243243243243246,0.5113326892181077,0.6696696696696697
68,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0.7252252252252251,0.8432101458253388,0.9052443384982124
69,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1.0,0.9273857080409342,0.6536536536536537
70,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.24724724724724723,0.30686912077640555,0.6696696696696697
71,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0.519019019019019,0.6412923538740293,0.7347347347347347
72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.498998998998999,0.2972972972972973,0.1046046046046046
73,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.5530530530530531,0.3232507965223649,0.008008008008008008
74,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.6961961961961962,0.4844844844844845,0.15965965965965967
75,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7027027027027026,0.4784902844604337,0.12969890977652945
76,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.9194194194194194,0.7897530318105204,0.3178178178178178
77,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.05871478743215411,0.2767767767767768
78,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.4034034034034034,0.44837289692230764,0.44244244244244246
79,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.5295295295295295,0.6425543649962994,0.6561561561561562
80,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.7252252252252251,0.6876876876876877,0.3273273273273273
81,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.8093093093093093,0.6346416966402006,0.2020409267815057
82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.0,0.5818923077511916,0.08808808808808809
83,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.2177177177177177,0.1111111111111111,0.1046046046046046
84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.006006006006006006,0.04054054054054054
85,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.8783783783783784,0.7694790017606212,0.3083083083083083
86,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.92992992992993,0.6000531356834123,0.1366366366366366
87,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.5830830830830831,0.7257284710228372,0.8798798798798799
88,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.542042042042042,0.6162159117617144,0.41384388807069217
89,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.7667667667667668,0.5653261773818472,0.1758003483596091
90,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.36786786786786785,0.3805150173959054,0.36644242832123564
91,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0.6311311311311312,0.7056420810176484,0.5581737849779088
92,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.6721721721721722,0.44313030690624544,0.12926768942292877
93,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.6146146146146146,0.7007007007007007,0.6161161161161162
94,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.05871478743215411,0.2767767767767768
95,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3083083083083083,0.3552999379557644,0.39036750862413766
96,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1841841841841842,0.06538378674693515,0.0055055055055055055
97,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.6556556556556556,0.6746734856065418,0.3833833833833834
98,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0.45845845845845845,0.5455455455455456,0.5785785785785786
99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.4034034034034034,0.2313556982978471,0.04054054054054054
100,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.0,0.8538706817882248,0.3913913913913914
101,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.34734734734734735,0.393282722768557,0.4804804804804805
102,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.6721721721721722,0.6126155854974608,0.2371134020618556
103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.14214214214214216,0.040840237967872894,0.0970970970970971
104,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.8603603603603605,0.5535989782429,0.12512512512512514
105,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.6556556556556556,0.69649139744624,0.4725864123957093
106,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.47097097097097096,0.4599321682403531,0.34943622101447547
107,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.8248248248248249,0.5555555555555556,0.13263263263263264
108,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.8503503503503503,0.8909089950634714,0.7167167167167167
109,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.0,0.9219219219219219,0.6581581581581581
110,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.7922922922922923,0.8718717987298363,0.7997997997997998
111,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.47097097097097096,0.5320036848740077,0.47800798145625734
112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.2682682682682683,0.31029884165062654,0.45645645645645644
113,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.4179179179179179,0.4869510484906343,0.5415415415415415
114,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0,0.12258068146283742,0.628765379719983
115,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.8603603603603605,0.7776167932853078,0.3408408408408409
116,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0.06006006006006006,0.28128128128128127
117,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1.0,0.7823705895101115,0.26516193033248686
118,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.36786786786786785,0.3903876067391084,0.3688688688688689
119,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9534534534534534,0.7657784383987081,0.2552552552552553
120,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0.32832832832832837,0.4105703388731671,0.6696696696696697
121,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0.8343343343343343,0.9197848761652835,0.8698698698698699
122,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.3083083083083083,0.19219882993657694,0.06706706706706707
123,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.7157157157157157,0.8323690357529561,0.8328328328328328
124,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.14214214214214216,0.1322438607219925,0.23523523523523523
125,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.5930930930930931,0.5611460573174825,0.27477477477477474
126,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.6961961961961962,0.8038313439972821,0.7922922922922924
127,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.003003003003003003,0.026526526526526525
128,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0.9194194194194194,0.9913908720383225,0.998998998998999
129,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.5530530530530531,0.580493571892875,0.33990404016582026
130,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.28728728728728725,0.3403732610875209,0.4189189189189189
131,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5295295295295295,0.5437087711339238,0.34365957366126487
132,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0.5725725725725725,0.45651257922746846,0.20074995281152508
133,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0.9094094094094094,0.8457274970584895,0.41238512124588056
134,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.5295295295295295,0.5075075075075075,0.3033033033033033
135,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.28728728728728725,0.15915268535007968,0.1111111111111111
136,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.3863863863863864,0.36638868360793275,0.3004047498511672
137,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.0,0.8538706817882248,0.3913913913913914
138,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.7742742742742743,0.8899685726304106,0.9496117289060031
139,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.24724724724724723,0.2652652652652653,0.43293293293293295
140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.36786786786786785,0.2246444691131051,0.0970970970970971
141,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.36786786786786785,0.42458609581180584,0.44544544544544545
142,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.4034034034034034,0.23323323323323322,0.04954954954954955
143,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1.0,0.9351408258187779,0.6892488954344624
144,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1.0,0.9929649907516668,0.9784784784784785
145,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.4179179179179179,0.40771638000680444,0.3273273273273273
146,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0.5085085085085085,0.4686143575032464,0.26926926926926925
147,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.7922922922922923,0.77932091131368,0.38910574850316604
148,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0.7157157157157157,0.7835182806254364,0.5544418067277586
149,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0.36786786786786785,0.4214214214214214,0.45395395395395394
150,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.8093093093093093,0.7732809353395171,0.35935935935935936
151,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0.7607607607607607,0.8778778778778779,0.9214214214214214
152,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0.542042042042042,0.5550803349174023,0.3128128128128128
153,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.6721721721721722,0.627515438117237,0.29429429429429427
154,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.8603603603603605,0.9626729094039428,0.959374921946899
155,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.7742742742742743,0.7767436919671682,0.4044044044044044
156,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3863863863863864,0.34192878589848874,0.23523523523523523
157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.4034034034034034,0.24424424424424424,0.07207207207207207
158,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.0,0.5725725725725725,0.1046046046046046
159,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.5635635635635636,0.3582840178902756,0.1091091091091091
160,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.8783783783783784,0.5360971603321135,0.05305305305305305
161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.14214214214214216,0.034384116905336645,0.07657657657657657
162,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1.0,0.9630320780309117,0.7922922922922924
163,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0,0.6154430292361327,0.16516516516516516
164,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.8703703703703703,0.9482874435210874,0.9289289289289289
165,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.2177177177177177,0.10937729463304723,0.062062062062062065
166,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.6641641641641641,0.6563155946919687,0.36286286286286284
167,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.7922922922922923,0.8592311282018649,0.7197197197197197
168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.45845845845845845,0.2910253666193191,0.12212212212212212
169,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.7367367367367368,0.8158158158158159,0.6696696696696697
170,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1.0,0.9871030071232944,0.9744704983036659
171,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.6801801801801801,0.8371709508254624,0.9757183185433465
172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.2177177177177177,0.11353985043401464,0.004004004004004004
173,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0.7092092092092092,0.6851020674778062,0.3100485618229361
174,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0.8783783783783784,0.9290330164498073,0.8538538538538538
175,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1.0,0.997111668866348,0.995995995995996
176,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.0,0.025025025025025023,0.14164164164164164
177,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,0.03598868729250779,0.19171332716001305
178,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1.0,0.9701425391225615,0.8659374988371269
179,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.6411411411411412,0.749031670913353,0.7312312312312312
180,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.92992992992993,0.9096665351520372,0.6441441441441442
181,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.8418418418418419,0.7277208311001795,0.26926926926926925
182,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.9094094094094094,0.7587587587587588,0.2902902902902903
