,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
34,1,0,0,0,26,1,0,0,1,1,0,0,0,1,54.75,1406.9,1,0,0,1,0,0,0,1,0,0
35,1,0,0,0,12,0,0,1,0,1,1,0,1,0,49.85,552.1,1,0,0,0,0,1,0,0,0,1
36,1,0,1,0,71,1,1,1,1,1,1,1,1,0,87.95,6365.35,1,0,0,0,0,1,1,0,0,0
37,1,0,0,0,38,1,1,0,0,1,1,1,1,1,103.65,3988.5,0,1,0,1,0,0,0,0,1,0
38,1,0,0,0,11,1,1,0,0,1,0,1,1,1,100.75,1129.75,0,1,0,1,0,0,0,0,1,0
39,1,0,1,1,34,1,0,1,1,1,1,1,1,0,84.75,2839.45,1,0,0,0,0,1,0,0,0,1
40,0,0,0,0,3,1,1,0,1,1,0,1,1,1,105.35,323.25,0,1,0,1,0,0,1,0,0,0
41,0,0,0,0,1,1,0,0,0,1,0,0,0,0,50.9,50.9,1,0,0,1,0,0,0,0,0,1
42,0,0,0,0,10,1,1,0,0,0,0,1,1,1,72.15,794.25,1,0,0,1,0,0,0,1,0,0
43,1,0,1,0,71,1,1,0,0,0,0,0,0,0,24.75,1836.9,0,0,1,0,0,1,1,0,0,0
44,1,0,0,0,41,1,1,1,0,1,1,0,1,1,74.65,3090.65,1,0,0,1,0,0,1,0,0,0
45,0,0,0,1,19,0,0,0,0,0,0,0,0,1,25.35,566.1,1,0,0,1,0,0,0,1,0,0
46,0,0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,1,0,0,0,1,0,0,0,0,1
47,0,0,0,0,1,1,0,0,0,0,1,0,0,1,49.3,49.3,1,0,0,1,0,0,0,0,1,0
48,0,0,1,1,5,1,1,1,0,1,0,0,0,1,84.5,453.75,0,1,0,1,0,0,0,0,1,0
49,1,1,1,0,47,1,1,0,0,1,0,1,1,0,99.7,4747.2,0,1,0,1,0,0,0,0,1,0
50,1,0,1,1,27,1,0,0,1,0,0,0,0,0,49.85,1336.15,1,0,0,1,0,0,0,0,0,1
51,0,0,0,0,60,0,0,1,1,1,0,0,0,0,39.6,2424.5,1,0,0,0,0,1,1,0,0,0
52,0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.5,76.95,0,0,1,1,0,0,0,0,1,0
53,0,0,1,1,20,1,0,0,0,0,0,0,0,0,20.05,400.0,0,0,1,0,0,1,0,0,0,1
54,0,0,1,1,15,1,0,0,0,0,0,0,0,1,20.0,288.05,0,0,1,1,0,0,0,0,1,0
55,1,0,0,0,15,1,0,1,0,0,0,1,0,0,86.2,1270.2,0,1,0,1,0,0,0,0,1,0
56,0,0,0,0,17,0,0,0,0,0,0,0,0,1,25.65,440.2,1,0,0,1,0,0,0,0,0,1
57,0,0,0,0,29,1,0,0,0,0,1,1,1,1,94.2,2607.6,0,1,0,1,0,0,0,0,1,0
58,1,0,1,1,72,1,1,1,1,1,1,1,1,1,118.75,8672.45,0,1,0,0,0,1,1,0,0,0
59,0,0,0,0,9,1,0,0,0,1,0,1,1,1,94.05,811.65,0,1,0,1,0,0,0,0,1,0
60,0,0,0,0,14,1,0,0,0,0,0,0,0,0,19.35,324.8,0,0,1,0,1,0,0,0,0,1
61,1,0,1,0,28,1,0,1,0,0,0,1,1,1,92.35,2602.9,0,1,0,1,0,0,0,0,0,1
62,0,0,1,0,68,1,1,1,1,1,1,1,1,1,90.8,6302.85,1,0,0,0,0,1,0,1,0,0
63,1,1,0,0,49,1,0,0,0,0,0,0,0,0,43.8,2106.05,1,0,0,1,0,0,0,0,0,1
64,1,0,0,0,31,0,0,1,1,0,1,0,1,1,49.85,1520.1,1,0,0,0,0,1,1,0,0,0
65,0,0,0,0,72,1,0,0,0,0,0,0,0,1,20.8,1521.2,0,0,1,0,0,1,0,0,0,1
66,0,0,1,0,61,1,1,1,0,1,0,0,1,1,69.9,4226.7,1,0,0,0,0,1,0,0,0,1
67,1,0,1,1,70,1,1,1,1,1,1,0,0,0,93.9,6579.05,0,1,0,0,0,1,1,0,0,0
68,1,0,0,0,1,1,1,0,0,0,0,1,1,1,93.85,93.85,0,1,0,1,0,0,0,0,1,0
69,1,1,0,0,21,1,1,0,0,0,0,1,1,1,95.4,2025.1,0,1,0,1,0,0,1,0,0,0
70,1,0,0,0,9,1,0,0,0,0,0,1,1,1,90.8,809.75,0,1,0,1,0,0,1,0,0,0
71,1,0,1,1,51,1,0,0,0,0,0,0,0,0,19.95,1028.75,0,0,1,0,0,1,0,0,0,1
72,1,0,0,0,36,1,0,0,1,0,0,1,1,1,94.8,3565.65,0,1,0,1,0,0,0,1,0,0
73,1,0,0,0,8,1,0,0,0,0,0,0,0,0,20.0,141.6,0,0,1,0,0,1,0,0,0,1
74,1,0,0,0,64,1,1,0,1,1,1,1,1,1,110.5,7069.25,0,1,0,0,0,1,0,1,0,0
75,0,1,0,0,44,1,0,0,0,1,0,0,0,0,73.85,3122.4,0,1,0,1,0,0,0,0,1,0
76,1,0,0,0,6,1,1,0,1,0,0,1,0,1,90.1,521.3,0,1,0,1,0,0,0,0,1,0
77,0,0,1,1,13,1,0,0,0,0,0,0,0,1,19.85,252.0,0,0,1,1,0,0,0,0,0,1
78,0,0,0,0,2,1,0,0,0,0,0,0,0,0,70.7,129.2,0,1,0,1,0,0,0,0,0,1
79,0,0,0,0,67,1,1,1,1,1,1,1,1,1,88.8,5903.15,1,0,0,0,1,0,1,0,0,0
80,0,0,0,0,14,0,0,0,1,0,0,0,0,1,31.1,419.7,1,0,0,1,0,0,0,0,0,1
81,0,0,0,0,9,1,1,0,0,0,0,0,0,1,75.85,724.65,0,1,0,1,0,0,0,0,1,0
82,0,0,0,0,4,1,0,0,0,0,0,0,1,0,54.3,195.3,1,0,0,1,0,0,0,0,1,0
83,1,0,1,0,50,1,1,1,0,1,0,1,1,1,104.4,5232.9,0,1,0,0,1,0,0,0,0,1
84,0,0,1,1,48,1,1,0,0,0,0,0,0,0,23.55,1173.35,0,0,1,0,0,1,0,0,0,1
85,1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.7,113.5,0,0,1,1,0,0,0,0,0,1
86,0,1,1,0,59,0,0,0,1,0,0,1,1,1,50.25,2997.45,1,0,0,1,0,0,0,0,1,0
87,0,0,1,0,24,1,0,1,0,0,1,0,1,1,89.25,2210.2,0,1,0,1,0,0,0,0,1,0
88,1,0,0,0,2,1,0,0,0,0,0,0,0,0,70.0,153.05,0,1,0,1,0,0,1,0,0,0
89,1,0,0,0,20,1,0,0,0,0,0,0,0,0,19.7,406.95,0,0,1,0,0,1,0,0,0,1
90,0,0,0,1,6,1,0,0,0,0,0,0,0,1,20.2,98.35,0,0,1,1,0,0,0,0,0,1
91,0,0,0,0,2,1,0,0,0,0,0,0,0,1,69.8,146.65,0,1,0,1,0,0,0,0,1,0
92,0,0,1,1,22,1,0,1,0,0,0,0,0,0,75.0,1573.95,0,1,0,1,0,0,1,0,0,0
93,1,0,1,1,8,1,0,0,0,1,0,1,1,1,94.2,777.3,0,1,0,1,0,0,0,0,1,0
94,0,0,1,1,17,1,0,1,0,1,0,1,0,1,89.4,1539.45,0,1,0,1,0,0,0,0,1,0
95,0,0,0,0,1,1,0,0,0,0,0,0,0,1,18.85,18.85,0,0,1,1,0,0,0,0,0,1
96,0,0,0,1,1,0,0,0,1,0,1,0,0,0,33.6,33.6,1,0,0,1,0,0,0,0,0,1
97,1,0,1,1,64,1,1,0,1,0,0,0,0,1,53.85,3399.85,1,0,0,0,1,0,1,0,0,0
98,0,0,0,0,3,1,1,0,0,1,0,1,1,1,100.95,329.95,0,1,0,1,0,0,0,0,1,0
99,0,1,0,0,15,1,1,0,1,0,0,0,0,1,80.2,1217.25,0,1,0,1,0,0,0,0,1,0
100,1,1,0,0,64,1,0,1,1,0,1,1,0,1,70.2,4481.0,1,0,0,0,0,1,0,1,0,0
101,0,0,1,0,39,1,0,0,0,0,0,0,0,1,20.45,790.0,0,0,1,0,0,1,1,0,0,0
102,1,0,1,0,43,0,0,1,0,0,1,0,0,0,34.0,1505.35,1,0,0,1,0,0,1,0,0,0
103,1,0,1,1,4,1,0,0,0,0,0,0,1,0,80.85,302.75,0,1,0,1,0,0,0,0,1,0
104,0,0,0,0,18,1,0,0,0,0,0,0,0,0,19.25,331.35,0,0,1,1,0,0,0,0,0,1
105,0,0,1,1,55,1,1,0,0,0,0,0,1,0,85.5,4713.4,0,1,0,1,0,0,1,0,0,0
106,1,0,1,1,51,1,0,1,1,0,0,0,0,1,79.15,4018.55,0,1,0,1,0,0,1,0,0,0
107,0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.05,45.05,1,0,0,1,0,0,0,0,0,1
108,0,0,0,0,40,0,0,1,1,1,0,1,1,0,62.05,2511.55,1,0,0,0,1,0,0,1,0,0
109,0,0,1,0,15,1,1,0,0,1,1,1,1,1,103.45,1539.8,0,1,0,1,0,0,0,0,1,0
110,0,0,1,0,35,1,1,0,1,0,1,1,0,1,69.0,2441.7,1,0,0,0,1,0,0,0,1,0
111,0,0,0,0,14,1,1,0,0,0,1,1,0,1,89.95,1178.4,0,1,0,1,0,0,0,0,1,0
112,0,0,1,0,12,1,0,1,1,1,0,0,0,1,84.6,959.9,0,1,0,1,0,0,0,0,1,0
113,1,0,1,1,52,1,0,0,0,0,0,0,0,0,19.6,1012.4,0,0,1,0,1,0,0,1,0,0
114,0,0,1,1,24,1,1,1,0,1,1,1,1,1,84.8,1990.5,1,0,0,0,1,0,0,0,0,1
115,1,0,1,0,59,1,1,1,1,1,1,0,1,1,107.0,6152.3,0,1,0,0,1,0,0,1,0,0
116,1,1,1,0,66,1,1,0,1,0,0,1,1,1,100.8,6690.75,0,1,0,1,0,0,0,0,1,0
117,1,0,0,0,2,1,0,1,1,0,0,1,0,1,91.15,168.5,0,1,0,1,0,0,0,0,1,0
118,0,0,1,1,56,1,0,0,1,1,1,0,0,1,85.85,4793.8,0,1,0,0,1,0,0,0,0,1
119,0,0,0,0,72,1,1,1,1,1,1,1,1,0,88.55,6362.35,1,0,0,0,0,1,0,1,0,0
120,0,0,1,1,72,1,1,1,1,1,1,1,1,0,89.85,6562.9,1,0,0,0,0,1,0,1,0,0
121,1,1,1,0,71,1,0,0,1,1,0,0,1,0,89.45,6435.25,0,1,0,0,0,1,0,1,0,0
122,1,1,0,0,2,1,0,1,1,0,0,0,0,0,54.85,104.2,1,0,0,1,0,0,0,0,0,1
123,1,0,0,0,2,1,0,0,0,0,0,0,0,1,69.7,135.2,0,1,0,1,0,0,0,0,1,0
124,0,0,0,0,7,1,0,0,0,1,0,0,0,0,74.65,544.55,0,1,0,1,0,0,0,0,0,1
125,0,0,0,0,48,1,0,0,0,0,0,0,0,0,19.85,916.0,0,0,1,0,0,1,0,1,0,0
126,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19.95,310.6,0,0,1,0,1,0,0,0,0,1
127,1,0,1,1,14,1,1,0,0,0,0,1,0,1,84.8,1203.9,0,1,0,1,0,0,0,0,1,0
128,0,0,0,0,3,0,0,0,0,0,1,0,0,1,29.75,96.85,1,0,0,1,0,0,0,0,1,0
129,1,0,0,0,2,1,0,0,0,1,0,0,0,1,75.8,160.75,0,1,0,1,0,0,0,0,1,0
130,0,0,0,0,66,1,0,0,0,0,0,0,0,0,19.35,1240.8,0,0,1,0,0,1,1,0,0,0
131,0,0,0,0,21,1,0,0,0,0,0,0,0,0,20.0,417.7,0,0,1,1,0,0,0,0,0,1
132,0,1,0,0,72,1,1,1,1,1,1,1,1,0,113.8,7845.8,0,1,0,0,0,1,1,0,0,0
133,0,0,0,0,1,1,0,0,0,0,0,0,0,1,71.35,71.35,0,1,0,1,0,0,0,0,0,1
134,0,0,0,0,39,1,1,0,0,0,1,0,0,1,53.85,2200.7,1,0,0,0,0,1,0,1,0,0
135,1,0,0,0,12,1,0,0,0,0,0,0,0,0,43.8,540.95,1,0,0,1,0,0,1,0,0,0
136,1,0,0,0,6,0,0,1,0,0,0,0,0,0,29.45,161.45,1,0,0,1,0,0,1,0,0,0
137,1,0,0,1,35,1,1,0,0,0,0,0,0,0,50.15,1655.35,1,0,0,1,0,0,0,0,0,1
138,1,0,0,0,19,1,0,0,1,0,0,1,0,0,58.2,1045.25,1,0,0,0,1,0,0,0,1,0
139,1,1,0,0,2,1,0,0,0,0,0,0,0,1,69.6,131.65,0,1,0,1,0,0,0,0,1,0
140,1,0,1,1,55,1,1,1,1,0,1,1,0,1,75.0,4213.9,1,0,0,0,1,0,0,1,0,0
141,1,0,1,0,41,1,0,0,1,1,1,0,0,1,86.2,3339.05,0,1,0,0,1,0,1,0,0,0
142,1,0,0,0,1,1,0,0,0,1,0,0,0,0,75.55,75.55,0,1,0,1,0,0,0,0,1,0
143,0,0,0,0,44,1,0,0,0,0,0,0,0,0,19.5,835.5,0,0,1,0,1,0,0,1,0,0
144,0,0,1,1,67,1,1,0,1,1,1,1,1,1,111.2,7530.8,0,1,0,0,0,1,1,0,0,0
145,0,0,1,1,69,1,0,1,1,0,1,1,1,0,80.65,5542.55,1,0,0,0,0,1,1,0,0,0
146,1,0,0,0,60,1,0,0,1,1,1,1,0,1,70.15,4224.7,1,0,0,0,1,0,0,1,0,0
147,0,0,0,0,43,1,0,1,1,1,1,0,0,1,90.65,3882.3,0,1,0,0,1,0,0,1,0,0
148,1,0,0,0,1,1,0,0,0,0,0,0,0,0,43.8,43.8,1,0,0,1,0,0,0,0,1,0
149,0,0,0,0,33,1,0,0,1,0,1,0,0,0,80.6,2651.1,0,1,0,0,0,1,1,0,0,0
150,1,0,1,0,9,0,0,0,0,1,0,1,1,1,48.75,442.2,1,0,0,1,0,0,0,0,1,0
151,1,0,1,0,72,1,1,0,0,0,0,0,0,0,24.55,1750.7,0,0,1,0,0,1,0,0,1,0
152,0,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,1,0,1,0,0,1,0,0,0
153,0,0,0,1,56,1,1,0,0,0,0,0,0,1,24.8,1424.2,0,0,1,0,0,1,0,0,0,1
154,0,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,1,0,0,1,0,0,0,0,0,1
155,1,0,0,0,35,0,0,0,0,0,0,0,0,0,24.15,812.5,1,0,0,1,0,0,0,0,1,0
156,1,0,1,1,58,1,0,0,0,0,0,0,0,1,44.1,2413.05,1,0,0,0,1,0,0,0,0,1
157,1,0,1,0,1,0,0,0,0,0,0,0,1,0,35.0,35.0,1,0,0,1,0,0,0,0,1,0
158,1,0,1,1,3,1,0,0,0,0,0,0,0,0,44.3,134.5,1,0,0,1,0,0,0,0,0,1
159,1,0,0,0,7,1,0,0,0,0,0,0,0,0,19.9,173.15,0,0,1,0,1,0,0,0,0,1
160,0,0,1,0,63,1,1,0,1,1,0,1,1,1,103.4,6603.0,0,1,0,1,0,0,0,0,1,0
161,1,0,0,0,1,1,1,0,0,0,0,0,1,1,60.15,60.15,1,0,0,1,0,0,0,0,1,0
162,0,0,0,0,2,1,0,0,0,1,0,1,1,1,95.85,197.7,0,1,0,1,0,0,0,0,1,0
163,1,0,1,1,54,1,1,0,1,1,1,1,1,1,86.2,4524.05,1,0,0,1,0,0,0,0,1,0
164,1,0,1,0,72,1,1,1,1,1,1,1,1,0,115.15,8349.7,0,1,0,0,0,1,0,0,1,0
165,1,0,1,1,14,1,1,0,0,1,0,0,1,1,87.25,1258.6,0,1,0,1,0,0,0,0,1,0
166,0,0,0,0,26,1,0,0,0,1,1,1,1,1,98.65,2537.0,0,1,0,1,0,0,0,0,1,0
167,0,0,0,1,35,1,0,0,0,0,1,1,1,1,72.1,2495.15,1,0,0,0,1,0,0,0,0,1
168,1,0,0,0,1,1,0,0,0,1,0,0,0,0,73.5,73.5,0,1,0,1,0,0,1,0,0,0
169,0,0,0,0,56,1,1,1,0,0,1,1,1,1,105.35,5794.45,0,1,0,1,0,0,0,0,0,1
170,0,0,1,1,72,1,1,1,1,1,1,1,0,1,80.85,5727.45,1,0,0,0,0,1,1,0,0,0
171,0,0,0,0,29,1,1,0,0,0,0,0,1,1,84.9,2516.2,0,1,0,1,0,0,0,0,1,0
172,0,0,0,0,13,0,0,0,0,0,0,0,0,1,25.15,331.85,1,0,0,1,0,0,1,0,0,0
173,1,0,1,0,72,1,1,1,1,1,1,1,1,0,88.05,6520.8,1,0,0,0,0,1,1,0,0,0
174,1,0,1,1,59,1,1,0,0,1,1,1,0,1,72.1,4194.85,1,0,0,0,0,1,1,0,0,0
175,1,0,0,0,15,1,1,1,0,1,0,0,0,1,84.35,1302.65,0,1,0,1,0,0,0,1,0,0
176,0,0,0,0,68,1,1,1,1,1,0,1,0,0,101.35,7110.75,0,1,0,0,1,0,1,0,0,0
177,0,0,1,1,35,1,0,0,0,0,0,0,0,0,20.1,655.3,0,0,1,0,0,1,0,0,0,1
178,1,0,1,0,3,1,1,0,0,0,0,0,0,1,75.15,216.75,0,1,0,1,0,0,0,1,0,0
179,1,0,0,0,65,0,0,1,0,1,1,1,1,0,59.95,3921.1,1,0,0,0,0,1,0,1,0,0
180,0,0,1,1,67,1,1,1,0,1,0,1,1,1,79.7,5293.4,1,0,0,0,0,1,0,0,1,0
181,1,0,1,1,51,1,1,0,0,1,0,0,1,1,90.15,4554.85,0,1,0,0,1,0,0,0,1,0
182,1,1,0,0,64,1,1,1,0,1,1,1,1,1,108.95,7111.3,0,1,0,1,0,0,1,0,0,0
183,0,0,1,0,61,1,1,1,0,1,1,1,0,0,99.4,5943.65,0,1,0,1,0,0,1,0,0,0
184,1,0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,0,1,0,1,0,0,0,0,1,0
185,0,0,0,0,54,1,1,0,0,1,0,0,1,0,89.4,4869.5,0,1,0,1,0,0,0,1,0,0
186,0,0,1,1,71,1,0,0,0,0,0,0,0,1,19.6,1387.45,0,0,1,0,0,1,1,0,0,0
187,0,0,1,1,53,1,1,1,1,0,1,0,0,0,64.15,3491.55,1,0,0,0,1,0,1,0,0,0
188,1,0,1,1,40,1,1,0,0,1,1,0,0,1,84.85,3303.05,0,1,0,1,0,0,0,0,1,0
189,0,0,0,0,36,1,1,0,0,0,0,0,1,1,84.9,3067.2,0,1,0,1,0,0,0,0,1,0
190,0,0,1,1,66,1,0,0,0,0,0,0,0,1,20.35,1359.5,0,0,1,0,1,0,0,0,1,0
191,1,1,0,0,36,1,1,0,0,0,0,0,0,1,74.9,2659.45,0,1,0,1,0,0,1,0,0,0
192,1,0,0,0,37,0,0,0,0,1,0,0,1,1,40.2,1478.85,1,0,0,1,0,0,0,1,0,0
193,0,0,0,0,6,1,0,0,0,1,0,1,0,0,60.9,414.1,1,0,0,1,0,0,0,0,0,1
194,0,0,0,0,21,1,0,0,0,0,0,0,0,0,20.5,402.85,0,0,1,1,0,0,0,1,0,0
195,1,0,0,0,36,1,1,0,1,1,0,1,1,1,104.8,3886.45,0,1,0,0,1,0,1,0,0,0
196,0,0,1,0,71,1,0,1,1,1,1,1,1,1,86.1,6045.9,1,0,0,0,0,1,1,0,0,0
197,0,0,1,1,41,1,0,0,0,0,0,0,0,0,19.5,798.2,0,0,1,0,1,0,1,0,0,0
198,1,1,0,0,14,1,1,0,0,1,0,0,0,1,80.35,1058.1,0,1,0,1,0,0,1,0,0,0
199,1,0,0,0,52,1,0,1,0,0,0,0,0,1,49.75,2535.55,1,0,0,1,0,0,1,0,0,0
200,0,0,1,0,52,1,0,1,1,1,1,1,1,1,106.3,5487.0,0,1,0,0,0,1,0,0,1,0
201,0,1,0,0,19,1,1,1,0,0,0,1,0,1,90.6,1660.0,0,1,0,1,0,0,0,0,1,0
202,1,0,1,1,47,1,0,0,1,0,1,0,1,0,63.8,3007.25,1,0,0,0,0,1,1,0,0,0
203,1,0,1,1,8,1,0,0,1,0,0,1,0,1,83.55,680.05,0,1,0,1,0,0,0,0,1,0
204,0,0,0,1,23,1,0,0,0,0,0,0,0,0,19.8,465.45,0,0,1,0,1,0,0,0,0,1
205,1,0,0,0,8,1,1,0,0,0,0,1,1,0,95.65,778.1,0,1,0,1,0,0,1,0,0,0
206,0,0,0,0,11,1,0,0,1,0,0,0,0,1,74.55,824.75,0,1,0,1,0,0,0,0,1,0
207,1,0,0,0,48,1,0,1,1,0,0,0,0,0,55.5,2627.35,1,0,0,0,0,1,0,1,0,0
208,0,0,0,1,54,1,0,1,1,0,1,1,1,1,105.85,5826.65,0,1,0,0,1,0,0,0,1,0
209,0,0,1,1,62,1,0,1,0,1,1,0,1,0,71.4,4487.3,1,0,0,0,1,0,0,1,0,0
210,1,0,1,1,59,1,1,1,1,0,1,0,0,0,65.5,3801.3,1,0,0,0,1,0,0,0,0,1
211,1,1,1,0,26,1,0,0,0,1,0,1,0,1,85.7,2067.0,0,1,0,1,0,0,0,1,0,0
212,1,0,1,0,37,1,1,1,0,1,1,0,1,1,99.2,3754.6,0,1,0,0,1,0,0,0,1,0
213,0,0,0,0,10,1,0,1,1,1,0,1,1,1,104.4,1081.45,0,1,0,1,0,0,0,0,1,0
214,0,0,0,0,21,1,1,0,0,0,0,0,1,1,84.1,1737.45,0,1,0,1,0,0,0,0,1,0
215,1,0,1,1,41,1,0,1,0,0,1,1,1,1,74.7,3187.65,1,0,0,0,1,0,0,1,0,0
216,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,0,1,1,0,0,0,0,0,1
217,1,0,1,0,71,1,1,1,0,1,0,1,1,1,104.1,7412.25,0,1,0,0,1,0,0,1,0,0
218,1,0,0,0,10,1,0,0,0,0,0,0,0,1,20.55,187.35,0,0,1,1,0,0,0,0,0,1
219,0,0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,1,0,0,0,1,0,0,1,0,0
220,0,0,1,0,32,1,1,0,1,0,0,1,1,1,98.85,3145.9,0,1,0,1,0,0,0,1,0,0
221,0,0,0,0,4,1,1,0,1,0,0,0,1,1,90.05,368.1,0,1,0,1,0,0,0,0,1,0
222,1,0,1,1,50,1,0,0,0,1,1,1,1,0,103.05,5153.5,0,1,0,0,1,0,0,0,0,1
223,1,0,1,0,68,1,1,1,1,1,1,1,1,0,118.6,7990.05,0,1,0,0,0,1,0,0,0,1
224,0,0,1,0,71,1,1,0,0,0,0,0,0,1,24.5,1816.2,0,0,1,0,0,1,0,0,1,0
225,1,0,0,0,68,1,1,1,1,1,1,1,1,1,88.15,6148.45,1,0,0,0,0,1,0,0,1,0
226,1,0,0,0,1,1,0,0,0,0,0,1,0,1,53.55,53.55,1,0,0,1,0,0,0,0,0,1
227,0,0,1,1,64,1,0,0,0,0,0,0,0,1,19.7,1274.05,0,0,1,0,0,1,1,0,0,0
228,0,0,0,1,1,1,1,0,0,0,0,0,0,1,50.05,50.05,1,0,0,1,0,0,0,0,1,0
229,1,1,1,1,65,1,1,0,0,1,1,1,1,1,103.9,6767.1,0,1,0,0,1,0,1,0,0,0
230,0,0,0,0,29,1,0,0,1,0,1,1,0,0,89.65,2623.65,0,1,0,1,0,0,0,0,0,1
